StartupName,City_Encoded,Investor_Encoded,InvestmentType_Encoded,Amount_Log,Year_Encoded,Month_Encoded,Cleaned_Description
Samunnati,31,"[4301, 4788]",48,16.118095750958314,6,4,agritech samunnati is a specialized agriculture value chain enabler providing innovative and customized financial and non financial solutions
Biconomy,102,"[779, 4707]",48,14.220976332738882,6,4,blockchain startup biconomy is a technology company building transaction infrastructure for next generation web 3 applications
True Elements,127,[3171],48,13.815511557963774,6,4,food and beverages committed to improving the quality of life true elements provides food that is packed with the goodness of nature
Siply,9,[1864],48,13.815511557963774,6,4,fintech siply services operates as a micro savings platform
Nao Spirits & Beverages Pvt Ltd,102,[],48,14.508658238524095,6,4,beverages india s first craft gin company
PurpleTutor,95,[1946],48,12.611541086966115,6,4,edtech purpletutor is the only coding platform that mandates every teacher to have a formal computer science degree
Karkhana.io,95,[4730],48,14.220976332738882,6,4,manufacturing startup karkhana io is an on demand manufacturing platform with a vision of digitalizing manufacturing
SSA Finserv,95,[803],48,14.914123179965662,6,4,fintech small businesses focused non banking lender
CoinSwitch Kuber,9,"[3376, 2218]",48,16.52356082573315,6,4,cryptocurrency coinswitch co is a cryptocurrency exchange aggregator platform
Paperfly,9,[1226],48,16.213405921671733,6,4,e commerce paperfly is an e commerce fulfillment and nationwide delivery solution in bangladesh
Infra.Market,169,[1890],48,15.607270193858982,6,4,e commerce infra market is an online procurement marketplace for every category of materials and products needed for building projects
ReadyAssist,9,[3667],48,13.815511557963774,6,4,vehicle repair startup readyassist is one of the india s leading 24 7 roadside assistance breakdown support towing and repairs provider for both bikes cars
Chalo,95,"[340, 3209]",48,15.76142084987672,6,4,it chalo is a free app that tracks buses live and tells you what time your bus will reach your stop
Unacademy,9,"[4232, 1194, 3981, 1492]",48,17.72753358339242,6,4,edtech unacademy is an online learning platform providing educational content such as video lectures and examinations
Ergos,141,"[864, 100]",48,14.914123179965662,6,4,agritech ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets
Bolkar,9,"[1440, 3044]",48,,6,4,social network bolkar app is an audio based q a platform for the next billion users
Wright Research,95,"[202, 3006]",48,,6,4,advisory firm quantitative investment management and research
Knocksense,87,"[2645, 344]",48,12.206077645517674,6,4,media knocksense which owns and operates an eponymous digital content platform
Pariksha,127,"[4453, 53]",48,14.403297778421795,6,4,edtech pariksha the sucess app india s largest vernacular test preparation company for the mobile 1st internet users of india
Toothsi,95,[4226],48,15.424948670398354,6,4,healthcare toothsi is a new age startup in the dental space providing smile correction services at home
Jumbotail,9,"[2761, 23]",48,16.475770165160203,6,4,food and beverages jumbotail is solving an important problem of organising food and grocery ecosystem in india through technology data science and design
Phi Commerce,127,"[4672, 673]",48,15.201805169084134,6,4,fintech payments facilitator payments solution provider etc
Zupee,52,"[2897, 2491]",48,16.118095750958314,6,4,gaming zupee is a skill based gaming app that enables its users to play against each other live
Oneiric Gaming,29,[4287],48,,6,4,gaming oneiric gaming connects to fellow dreamers around the globe over cult favorite games like bluff and cricket
Finsall,9,[4349],48,12.611541086966115,6,4,insuretech finsall provides insurance premium financing
Legalwiz.in,4,[991],48,13.122365377402328,6,4,legaltech legalwiz in is committed to provide high quality professional services for small businesses start up entrepreneurs and individuals
Practically,167,[3806],48,15.201805169084134,6,4,edtech making learning personal immersive and experiental
Cred,9,"[1051, 1493]",48,18.20995972498239,6,4,fintech cred is a bengaluru based fintech startup that offers rewards for customers who use its platform to pay their credit card bills
Devic Earth,9,[803],48,13.815511557963774,6,4,pollution control equiptment state of the art air pollution control equipment to improve air quality across buildings industries and cities
Zerone,52,[460],48,14.077875591662238,6,4,fintech convert smartphones into a pos machine using our zup proximity payment technology with no additional hardware and no need for nfc
boAt,95,"[1890, 1889]",48,18.420680753952364,6,4,fashion lifestyle boat is a lifestyle brand that deals in fashionable consumer electronics
Pocket Aces,95,"[36, 1050]",48,14.508658238524095,6,4,media pocket aces is a digital entertainment company focused on mobile video
Kyt,9,[273],48,15.424948670398354,6,4,edtech an online first global academy for extracurricular learning private small group online classes for kids
iMumz,9,"[1274, 388]",48,12.611541086966115,6,4,healthcare imumz empowers pregnant mothers to deliver healthy happy and intelligent babies through a positive lifestyle
BharatPe,102,"[3981, 1899]",48,15.919644834185693,6,4,fintech bharatpe develops a qr code based payment app for offline retailers and businesses
CropIn,9,"[1931, 3062]",48,16.811242881518265,6,4,agritech cropin is a leading ai and data led agri tech organization that provides saas solutions to agribusinesses globally using deep learning
Udaan,9,"[2850, 2610]",48,19.450300164704952,6,4,e commerce udaan is a b2b trade platform that brings manufacturers traders retailers and wholesalers into a single platform
Vanity Wagon,58,"[1132, 194]",48,12.206077645517674,6,4,cosmetics vanity wagon is india s 1 natural organic beauty marketplace buy ayurvedic natural beauty products in india for skin hair body care
Oyo,52,[1694],48,15.76142084987672,6,4,hospitality oyo operates a branded network of hotels designed to offer standardized stay experiences
Agri10x,127,[2875],48,,6,4,agritech agri10x integrates the entire agri value chain through a digital cooperative platform by harnessing emerging technologies
BlackSoil,95,[644],48,15.201805169084134,6,4,fintech blacksoil advisory is an independent boutique advisory firm
HobSpace,95,"[3811, 4384]",48,11.51293546492023,6,4,edtech hobspace is a platform for extra curricular activities online and offline for kids between 3 14 years
DcodeAI,102,[3484],48,13.122365377402328,6,4,edtech empower learners to be future ready using ai
Biocon Biologics,9,"[1532, 4164]",48,18.064005814299346,6,4,biotechnology biocon is a fully integrated pure play biosimilars organization globally engaged in developing high quality affordable biosimilars
KiranaKart,95,[1513],48,13.487007879880162,6,4,e commerce a better model for instant grocery delivery in india
Meddo,52,"[4770, 4457]",48,14.914123179965662,6,4,healthcare meddo is an end to end medical services provider
Doubtnut,54,"[2864, 4192]",48,17.216707972959764,6,3,edtech doubtnut operates as an e learning platform that enables users to ask study questions in physics chemistry and math
Hubhopper,102,"[1787, 4369]",48,,6,3,podcast hubhopper is india s leading podcast hosting creation distribution platform getting podcast across both indian global audio platforms
Infra.Market,169,"[1890, 2761]",48,18.420680753952364,6,3,construction infra market is an online procurement marketplace for every category of materials and products needed for building projects
Comofi Medtech,9,[870],48,12.206077645517674,6,3,heathtech comofi medtech develops healthcare products using artificial intelligence augmented reality and iot technologies
Battery Smart,102,[2897],48,,6,3,battery battery smart provides advanced li ion batteries to e rickshaws
Kutuki,9,[2866],48,14.508658238524095,6,3,edtech kutuki is a learning platform focused on children between the ages of three and seven
Onelife,95,[4633],48,,6,3,healthcare aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes with minimalistic effort improving overall well being
Eupheus,102,"[4694, 3856]",48,15.201805169084134,6,3,edtech eupheus learning offers a seamless integrated learning solution for the k 12 market in india
KreditBee,9,"[3077, 2567, 282]",48,18.132998684833918,6,3,fintech kreditbee is an instant personal loan platform for young professionals
Pencil,95,"[1864, 4015]",48,13.815511557963774,6,3,content publishing pencil is a content publishing platform that enables writers to publish their work for free
Aisle,9,"[374, 4531]",48,,6,3,dating aisle connects the new generation of single independent indians from around the world looking for meaningful relationships
Marquee Equity,95,"[907, 524]",48,15.150511887854474,6,3,fintech the world s 1 fundraising service investor meetings deal documents globally
UptimeAI,9,[4690],48,14.220976332738882,6,3,ai startup enable true digital transformation with ai driven insights to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures
WizKlub,9,[1818],48,13.592368256649284,6,3,edtech wizklub uses a unique method of developing and nurturing higher order thinking skills in children
Zolve,9,"[2218, 1566]",48,16.52356082573315,6,3,fintech zolve innovations operates as a neo banking startup
MediBuddy,9,"[1890, 4117]",48,14.914123179965662,6,3,edtech medibuddy is a digital healthcare platform for inpatient hospitalization outpatient services and corporate wellness benefits
Pariksha,127,"[4453, 53]",48,14.508658238524095,6,3,edtech pariksha the sucess app india s largest vernacular test preparation company for the mobile 1st internet users of india
Express Stores,54,"[4458, 3433]",48,13.815511557963774,6,3,e commerce express stores is a retail and omnichannel startup company
Avataar Ventures,9,[],48,18.420680753952364,6,3,fintech avataar venture partners is a growth capital investment firm
Zingbus,58,"[4453, 53]",48,,6,3,transportation zingbus is an emerging brand in the intercity bus services
Phable,9,"[1398, 3881]",48,16.300417291085605,6,3,healthtech mobile app for patients and doctors
Codingal,9,"[4655, 3347]",48,,6,3,edtech coding education platform for k 12 students
Supply6,9,"[3439, 1827]",48,11.51293546492023,6,3,helathcare supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies
Swajal,54,"[3230, 67]",48,14.285514812209815,6,3,water purification swajal uses clean solar energy to purify drinking water at an affordable rate
BharatPe,102,"[349, 1899]",48,18.420680753952364,6,3,fintech bharatpe develops a qr code based payment app for offline retailers and businesses
Filo,102,[745],48,12.468440756144114,6,3,edtech instant learning platform for students while self study
Method & Madness,95,[2050],48,14.508658238524095,6,3,real estate method madness technology operates as a real estate tech company
EduFund,51,[4484],48,12.611541086966115,6,3,fintech changing the way indians evaluate and plan higher education
Pepperfry,95,"[1890, 734]",48,17.216707972959764,6,3,e commerce pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities
Zingavita,29,[402],48,12.899222326086994,6,3,healthtech explore a range of kids nutrition supplements formulated using highest quality ingredients that are deliciously healthy and super fun to consume
Hypd Store,102,[3699],48,,6,3,content commerce a shop worthy content platform personalized
VerSe Innovation,9,"[894, 1508]",48,20.72326583794641,6,3,innovation management owner of dailyhunt app and i pay
Supersourcing,67,"[4490, 1177]",48,12.206077645517674,6,3,software company build your next app or website with our exclusive network of certified it companies
AutomataPi,126,[1844],48,12.899222326086994,6,3,automation automatapi is a next generation cognitive business process automation engine
Newton School,9,"[3178, 1650]",48,15.424948670398354,6,3,edtech newton school is a platform to learn and develop skills that you need for your best tech career
TenderCuts,31,"[2939, 2664]",48,16.52356082573315,6,3,food industry tendercuts is an online meat shop that delivers antibiotic free hygienic and farm fresh chicken free range goat and seafood
Siply,9,[1864],48,13.815511557963774,6,3,fintech siply services operates as a micro savings platform
SarvaGram,95,[1249],48,16.118095750958314,6,3,fintech sarvagram provides livelihood upgradation for aspiring households based in rural and semi urban india
Unlu,54,[1218],48,13.815511557963774,6,3,celebrity engagement personalised video shoutout from top celebrities
GlobalFair,54,"[3550, 1833]",48,14.508658238524095,6,3,trading platform one stop solution for all your procurement needs
Eduvanz,95,"[1808, 4579, 2827]",48,16.118095750958314,6,3,fintech eduvanz is new innovative finance company which is completely revolutionizing the student loan market
OwO,54,[4734],48,12.206077645517674,6,3,e commerce shop packaged drinking water beverages from your favorite brands i e kinley bisleri aquafina coca cola pepsi etc
Progcap,102,"[3910, 2351]",48,13.815511557963774,6,3,fintech progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile
ABL Workspaces,102,[4640],48,13.304686600863562,6,3,hospitality abl workspaces is a co working space where professionals from all walks of life come to work under one roof
Nazara Technologies,95,"[3011, 4294]",48,16.118095750958314,6,3,gaming nazara technologies develops mobile content such as games themes wallpapers and multimedia
Scentials,95,"[308, 1545]",48,15.607270193858982,6,3,personal care scentials is building a unique beauty brands studio platform
SplashLearn,54,"[131, 2907]",48,16.705882371415992,6,3,edtech splashlearn is an edtech startup company providing game based math and reading courses to students in pre kindergarten to grade five
Maya,9,[3222],48,14.603968372873895,6,3,healthtech maya enables women to keep track of their health via a mobile application
GoTo,48,[2017],48,11.918397239722838,6,3,transportation real time intercity city transit platform for 1 25 bn people in india
MediBuddy,9,"[1743, 739]",48,17.50439003707821,6,3,healthtech medibuddy is a trusted digital platform for cashless healthcare medibuddy connects patients with doctors and hospitals
Zetwerk,9,"[3718, 131]",48,18.603002309079653,6,3,e commerce zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs
Remedico,60,"[4453, 4142]",48,13.122365377402328,6,3,healthcare remedico is a mobile healthcare
PrepBytes,54,[1278],48,,6,3,edtech prepbytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry
SATYA MicroCapital,102,"[809, 1526]",48,16.811242881518265,6,3,fintech satya microcapital is a micro finance company based on a group lending model that allows borrowers to share liability
YourPhysio,100,"[745, 4248]",48,12.765691290604371,6,3,healthtech yourphysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy
Aviom Housing Finance,102,[1526],48,13.815511557963774,6,3,fintech aviom india is an affordable housing finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home
Hemp Horizons,111,[2645],48,12.206077645517674,6,3,cannabis startup cannabis and hemp company
MPL,9,"[2980, 706]",48,18.36938746009113,6,3,gaming mobile premier league is a skill based esports platform used to offer cash prizes while playing games
Koo,9,"[36, 131]",48,15.226497775576945,6,3,blogging koo app operates as a microblogging app
InnerHour,95,"[1701, 2298]",48,15.46416937585933,6,3,healthcare innerhour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops
Origo,54,[4662],48,16.118095750958314,6,3,agritech origo commodities a complete post harvest management financial solution for agricultural commodities
ExMyB,54,[892],48,,6,3,consulting exmyb provides financial service and consulting services
Loop Health,127,"[1248, 1493]",48,16.300417291085605,6,10,hospital health care india s first health insurance with unlimited primary care for employees
Rupifi,9,[283],48,13.815511557963774,6,10,financial services embedded lending for small businesses
RENEE Cosmetics,4,"[1278, 52]",48,14.220976332738882,6,10,cosmetics renée cosmetics is an indian makeup brand empowering bold beautiful women with innovative cruelty free products
Svish,54,[2839],48,12.899222326086994,6,10,consumer goods d2c personal hygiene startup
Progcap,102,[4232],48,17.216707972959764,6,10,fintech progcap desiderata impact ventures private limited is a mission driven inclusive financing technology firm
Smartstaff,9,"[813, 2761]",48,15.274125813221904,6,10,recruitment smartstaff previously qikwork is a full stack blue collar workforce management platform
D’Moksha Homes,95,"[488, 4206, 2121]",48,13.25339339419516,6,10,textiles artisans handcraft exquisite and environment friendly home linens using only the most sustainable fabrics like linen hemp and lyocell
ANS Commerce,54,"[1529, 4453]",48,14.603968372873895,6,10,e commerce ans commerce is india s 1 full stack e commerce enabler helping brands sell online
Mobileware Technologies,95,[2221],48,15.363073279446223,6,10,information technology services a mobile applications development platform for technologies including symbian blackberry and early versions of ios and android
GramCover,111,"[3806, 1866, 3996]",48,15.76142084987672,6,10,insurance gramcover is a tech enabled insurance marketplace for rural india
BYJU'S,9,"[2908, 4642, 1228]",48,19.519293035953808,6,10,edtech byju s is india s largest ed tech company and the creator of india s most loved school learning app
Hyperface,9,"[2218, 745]",48,14.077875591662238,6,10,information technology services empowering brands and fintechs to offer banking products contextually to their customers
Licious,9,[],48,17.76675429577647,6,10,food beverages licious is a consumer food company focussed at delighting the world with an unmatched range of meat meat products
Chalo,95,"[2306, 1349]",48,17.50439003707821,6,10,mobility india s 1 bus transport technology company
Kaar Technologies,31,[790],48,15.201805169084134,6,10,information technology services kaar technologies is an sap global consultancy firm that designs delivers and deploys cutting edge sap solutions for businesses around the world
Kissan Pro,72,[1213],48,,6,10,farming full stack solution on agri advisory input purchase and market linkage
Sunstone Eduversity,54,[4616],48,17.147715103853763,6,10,edtech sunstone eduversity is a one of its kind business school operating in an asset light model since 2011
Ozonetel,60,[3962],48,15.424948670398354,6,10,telecommunications ozonetel is leading cloud telephony solution provider
CoinSwitch Kuber,9,"[979, 378]",48,19.376192192825954,6,10,crypto coinswitch kuber is the largest crypto trading platform in india with a user base of 10m in just 15 months and growing every second
Pazcare,9,"[673, 36]",48,15.068273812173887,6,10,insurance paz care is india s leading employee benefits health insurance platform
kWh Bikes,9,"[2287, 745]",48,14.508658238524095,6,10,automotive building india s strongest and smartest electric 2 wheelers
IBSFINtech,9,[],48,13.815511557963774,6,10,information technology services driving digitization automation of cash liquidity risk treasury trade finance functions of the corporate
LeadSquared,9,[1918],48,,6,10,computer software leadsquared is a marketing automation and sales execution platform that helps businesses increase their closures manage their pipelines
Phool.co,75,"[246, 1734, 3877, 1197]",48,,6,10,renewables environment flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal free incense and other wellness products
Twin Health,31,"[3718, 1740, 2983]",48,18.757152987716434,6,10,health wellness fitness twin health invented the whole body digital twin to help reverse and prevent chronic metabolic diseases
Trica,95,[2282],48,14.914123179965662,6,10,equity management powering private markets a technology platform for startups and investors
mHealth,102,[1821],48,,6,10,health wellness fitness mhealth is ai based corporate wellness platform to spread happiness well being
Rebel Foods,95,[3131],48,18.980296537602072,6,10,cloud kitchen world s largest internet restaurant company building unique memorable delightful sure delivery only restaurants
ProfitWheel,95,"[2745, 4415, 2023]",48,14.914123179965662,6,10,marketing advertising profitwheel s belief is that only a fraction of customers drive the most profitability for a brand and we want to help increase their high value customer base
Log 9 Materials,9,[2985],48,14.508658238524095,6,10,nanotechnology log9 materials is on a mission to make global energy 100 clean
Chingari,9,[3907],48,16.759949589762293,6,10,entertainment chingari bharat ka super entertainment app a unique and fun short video app can create interesting videos and share them with the world
Ishitva,4,[1864],48,13.815511557963774,6,10,computer software sort to create value using ai robotics and airsorter to achieve a circulareconomy with environmental benefits
Ola Electric,9,"[1324, 3896]",48,19.11382792951231,6,10,automotive sustainability for the future
leap.club,54,"[1274, 2218]",48,13.60479076121576,6,10,community a community led professional network for women
F5,102,[632],48,13.304686600863562,6,10,retail one stop solution for daily workplace needs
ForeignAdmits,9,[4349],48,12.899222326086994,6,10,higher education foreignadmits aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study
SALT,9,"[3051, 4067]",48,13.122365377402328,6,10,financial services salt is a neo banking experience created to cater to international businesses
EarnWealth,127,[],48,13.122365377402328,6,10,financial services earnwealth is india s first social commerce fintech which enables financial consultants mutual fund distributors insurance agents real estate consultants housewives retired people and students to earn quick money by selling loans credit cards
Visit Health,102,[1162],48,15.830413711839864,6,10,health wellness fitness visit is a 360 integrated highly engaging health benefits platform covering end to end health wellness management
Crater.Club,9,[2223],48,13.45883704259595,6,10,media crater is where you join 5000 mentors creators experts while they stream their knowledge and skills live
NFTically,54,"[2815, 1476]",48,13.815511557963774,6,10,nft nftically is a global b2b saas that enables celebrities influencers gamers clubs enterprises to launch their own white label nft store or nft marketplace without any technical knowledge
ReshaMandi,9,"[52, 4453, 3612]",48,17.216707972959764,6,10,b2b reshamandi provides a full stack digital ecosystem in the form of a super app from farm to retail
Zetwerk,9,[4265],48,20.21244021484709,6,10,mechanical or industrial engineering zetwerk is a universal manufacturing network powered by new age technology
Hubilo,4,[252],48,18.643824303266577,6,10,software startup hubilo is the leading hybrid event platform built for engagement and event excellence
M2P Fintech,31,[4232],48,17.370858648025116,6,10,financial services m2p fintech was born out of the need to build highly scalable secure yet nimble technology stack at the intersection of mobility commerce and payments
Open Financial Technologies,9,"[4187, 1538, 3511]",48,18.31532023940565,6,10,financial services open is asia s first neobanking platform for smes and startups
Niro,9,[1245],48,15.068273812173887,6,10,financial services embedding personal credit products into leading consumer internet platforms
Wiingy,9,[522],48,12.899222326086994,6,10,e learning the ultimate 1 1 live e learning platform providing personalized hands on learning for kids
CarDekho,70,[],48,19.33697147982652,6,10,automotive redefining the country s personal mobility ecosystem with technologically enhanced solutions
Melorra,9,"[52, 4103, 4419]",48,16.993564429978885,6,10,d2c jewellery a company that styles jewellery for the contemporary wardrobe
AnKa SumMor,9,[1864],48,13.815511557963774,6,10,sales and distribution anka summor is the service that allows businesses to focus on building their brands while they provide supply distribution expertise
Toch.ai,95,[],48,16.213405921671733,6,10,saas toch is an ai driven platform that helps broadcasters ott platforms media platforms and creators to revolutionize videos
Playto Labs,9,[1864],48,13.122365377402328,6,10,e learning playto labs provides robotics toys and online classes for kids to help them develop the key 21st century skills book a free trial for your child today at www playtolabs com
Fraazo,95,[4616],48,17.72753358339242,6,10,food beverages fraazo is mumbai s favourite app for fresh vegetables and fruits coming straight from the farm to your doorstep within 18 hours
Arcana,9,"[3369, 4635, 1032, 3572]",48,14.648420115681892,6,10,information technology services arcana offers a privacy stack sdk to dapp developers on evm compatible blockchains chains to build privacy first products
FloCareer,9,[1074],48,15.555976908243359,6,10,information services the best skills validation platform that provides interview as a service
Nap Chief,95,[4248],48,12.206077645517674,6,10,apparel fashion india s favourite kid s wear and family sleepwear d2c brand
AcknoLedger,95,"[2608, 708, 2206, 3773, 2389]",48,14.220976332738882,6,10,crypto acknoledger is a global platform that distributes web 3 0 digital assets seamlessly across all the metaverses and gaming
ApplicateAI,54,[],48,17.216707972959764,6,10,information technology services applicateai is an integrated ai bot platform for enterprise with defined and curated work flows for sales consumer engagement and employee support and engagement
VLCC Health Care,54,[],48,15.201805169084134,6,10,health wellness fitness vlcc is today widely recognized for its comprehensive portfolio of beauty and wellness products and services
Duroflex,9,[2829],48,17.909855136853043,6,10,furniture 5 decades of experience superior quality and best in class innovation help us in bringing you a wide range of mattresses pillows protectors and other sleep solutions
Aviom India,21,[3556],48,15.894952224644102,6,10,financial services aviom india housing finance pvt ltd is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas
Onato,9,"[4477, 2875]",48,14.603968372873895,6,10,computer software a startup solving inefficiencies in the agri supply chain
Mestastop Solutions,9,[870],48,11.51293546492023,6,10,biotechnology mestastop aims to provide a solution for such challenges with their unique proprietary platforms metassay metscan and metvivo
SaaS Labs,111,"[705, 1241]",48,16.648723960844016,6,10,saas building high impact communication workflow and productivity tools for sales and support teams throughout the globe
Devnagri,111,"[4766, 1785]",48,13.304686600863562,6,10,translation localization devnagri is an ai powered human translation platform working in all 22 indian languages
CRED,9,"[4232, 1324]",48,19.33697147982652,6,10,finance cred is a credit card payment platform that rewards users with points for paying their bills
ConveGenius,111,"[669, 1675, 33]",48,15.424948670398354,6,10,education management an edtech social enterprise focused on closing the gap in educational achievement for children and youth in india
Totality,54,"[2276, 2510]",48,13.815511557963774,6,10,entertainment totality with the goal of combining scalability through technology innovation through design retention through content
CredAble,95,"[3010, 2847]",48,17.216707972959764,6,10,financial services credable provides liquidity programs for enterprise supply chains
MarketWolf,95,"[414, 590, 3465]",48,15.520258832020865,6,10,financial services marketwolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold simple and fun
Wondrlab,95,"[2991, 4145, 3094]",48,15.76142084987672,6,10,marketing advertising india s largest platform first martech startup
SUN Mobility,9,[4568],48,17.72753358339242,6,10,automotive provider of universal energy infrastructure and services to accelerate mass ev usage
Tamasha,95,[956],48,14.914123179965662,6,10,entertainment tamasha the next generation interactive entertainment platform
Revfin,102,"[3475, 3391]",48,15.201805169084134,6,10,financial services revfin is a financial technology fintech company advanced digital lending platform makes getting a loan convenient and accessible for customers
Yu Foodlabs,54,"[2436, 4431]",48,13.815511557963774,6,10,food beverages re imagining packaged foods with natural ingredients zero preservatives
MergerDomo,102,[2681],48,13.122365377402328,6,10,investment banking mergerdomo is the one stop global online m a marketplace for corporate and business growth
FarMart,54,[2491],48,16.118095750958314,6,10,farming farmart is an agritech platform that helps businesses easily source high quality produce at reasonable prices
Questt,54,[925],48,15.72505321099685,6,10,edtech questt is a free online homework app that lets teachers assign gamified homework to students
IDfy,95,"[4267, 813]",48,16.118095750958314,6,10,information technology services idfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted
ClearDekho,48,[522],48,15.201805169084134,6,10,retail cleardekho is india s leading affordable eyewear brand
BookingJini,54,[2649],48,13.997832948091215,6,10,hospitality bookingjini strive to empower hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate top line and bottom line growth
Sourcewiz,54,"[811, 273]",48,14.914123179965662,6,10,information technology services building a platform for exporters to digitize their workflows and help them grow and manage their business
Tvasta,31,[1623],48,12.899222326086994,6,10,mechanical or industrial engineering developing new age manufacturing and automation technologies that can increase human productivity by allowing deep personalization
Kafqa Academy,9,"[1513, 1274, 745]",48,14.077875591662238,6,10,e learning kafqa academy is a global performing arts academy that offers classes in dancing singing and speech drama
Trell,9,[298],48,18.420680753952364,6,10,social commerce trell is turning over a new leaf with the wave of digitalization sweeping across the nation
Storia,95,[3856],48,15.607270193858982,6,10,food beverages storia foods and beverages is committed to creating products that are natural full of goodness and promote a healthy lifestyle
Clear,9,"[2179, 3997, 286]",48,18.132998684833918,6,10,computer software india s leading fintech saas platform
Groww,9,[1792],48,19.33697147982652,6,10,finance groww is on a mission to democratize access to financial services for millions of indians responsibly
The Indus Valley,31,"[3479, 1047, 4206]",48,13.910821646859095,6,10,consumer goods consumer goodsthe indus valley is a direct to consumer d2c healthy kitchenware brand
BharatPe,102,[2359],48,16.118095750958314,6,10,financial services bharatpe launched india s first upi interoperable qr code first zero mdr payment acceptance service and first upi payment backed merchant cash advance service
Teachmint,9,"[3421, 4582]",48,18.17221939747438,6,10,e learning teachmint is an education infrastructure provider and india s largest teaching platform
Porter,9,"[4232, 4569]",48,18.420680753952364,6,10,logistics supply chain porter is india s largest marketplace for intra city logistics
O4S,54,"[4226, 4458]",48,15.607270193858982,6,10,information technology services o4s saas helps consumer brands to digitize and automate their supply chain thereby increasing sales and performance
Wobb,54,"[263, 3643]",48,12.206077645517674,6,10,marketing the platform for marketers to find and work with influencers
BASIC Home Loan,54,"[4453, 1588]",48,15.068273812173887,6,10,financial services basic home loan is india s first automated platform for secured lending with special focus on the affordable housing segment
Siply,9,"[2282, 389, 1384]",48,14.978661680269907,6,10,financial services a tech enabled micro savings platform for the underserved masses that makes it possible to save starting at re 1
BankSathi,102,"[1151, 465, 169]",48,13.122365377402328,6,10,financial services banksathi is a fintech platform to empower consumers to save money and time on financial products through safe easy and trustable shopping experience
Gramophone,67,[4700],48,16.118095750958314,6,10,agritech create a difference in farming by bringing timely information technology and right kind of inputs to achieve better yields for farmers
Healofy,9,"[925, 2866]",48,15.607270193858982,6,10,femtech healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips
E42,127,[2962],48,15.501909696719672,6,10,computer software e42 is the world s leading natural language processing based ai platform driving enterprise cognition across processes
Spottabl,9,"[2282, 2938, 780]",48,12.899222326086994,6,10,human resources spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model
DeHaat,54,"[3883, 2306, 4187]",48,18.560442695023177,6,10,information technology services dehaat is one of the fastest growing start ups in agri tech sector and one of the very few companies providing end to end solutions and services to the farming community in india
Shumee,9,[1136],48,,6,10,retail an indian mom made toy brand passionate about making playtime development friendly child safe and sustainable our design philosophy is that play is 90 child and 10 toy
Zolve,9,[1051],48,17.50439003707821,6,10,financial services world s first cross border neobank
Instoried,9,"[3090, 52]",48,15.894952224644102,6,10,computer software the platform helps content writers in e commerce news fmcg and other verticals to optimize emotions in their marketing content
SportZchain,95,"[1068, 1969]",48,12.899222326086994,6,10,sports sportzchain is india s first blockchain based platform poised to disrupt a multi billion dollar fan engagement industry
Hypto,31,[3988],48,14.914123179965662,6,10,tech startup the next generation of web services that democratize access to finance for developers and businesses
CHUPPS,95,[4453],48,13.910821646859095,6,10,foootwear d2c footwear brand
Zenduty,9,[3977],48,14.45736497045232,6,10,computer software next generation end to end incident response platform for sres devops itops and support teams
R for Rabbit,4,[4652],48,15.424948670398354,6,10,consumer goods the concept of r for rabbit was conceived after the founder of the company was blessed with a baby
Acko,9,"[1492, 2638]",48,19.35677410704427,6,10,insurance acko is india s first and fastest growing insurtech company which makes buying and using insurance effortless
LoveLocal,95,[4582],48,16.705882371415992,6,10,retail lovelocal formerly known as m paani is bringing trusted local shops online and empowering them to deliver the neighbourhood shopping experience of the future
SupplyNote,111,[4453],48,13.997832948091215,6,10,food beverages supplynote is cloud based web and mobile enabled suite connecting outlets service providers and suppliers
Vakilsearch,31,[1805],48,16.118095750958314,6,10,legal services india s largest legal compliance tax services platform and trusted partner in making legal simple
Cloudphysician,9,[1245],48,15.201805169084134,6,10,hospital health care cloudphysician is a healthtech company that is transforming the delivery of critical care
Wiggles.in,127,[460],48,15.520258832020865,6,10,veterinary wiggles india is a preventative healthcare brand for all things pets
